price,dist1,dist2,dist3,rooms,square,floor,type1,type2,type3,metro
6 000 грн,Куренівка,Подільський,Київ,2 кімнати,46 / - / 6 м²,поверх 1 з 5,хрущівка,цегляний будинок,1961.0,0
32 555 грн,ЖК Новопечерські Липки,Чорна Гора,Печерський,2 кімнати,50 / - / 23 м²,поверх 14 з 29,спец. проект,монолітно-каркасний,2014.0,0
22 000 грн,ЖК Перлина Нивок,Нивки,Шевченківський,2 кімнати,40 / - / 20 м²,поверх 11 з 22,спец. проект,монолітно-каркасний,2014.0,0
7 500 грн,Соцмісто,Дніпровський,Київ,2 кімнати,44 / - / 6.6 м²,поверх 1 з 10,хрущівка,панельні,1962.0,0
25 000 грн,"ЖК вул. Васильченка, 3/24",Чоколівка,Солом'янський,2 кімнати,78 / - / 13 м²,поверх 10 з 14,спец. проект,монолітно-каркасний,2010.0,0
23 000 грн,ЖК Времена Года,Солом'янка,Солом'янський,2 кімнати,95 / - / 25 м²,поверх 21 з 25,спец. проект,монолітно-каркасний,2006.0,0
10 000 грн,Троєщина,Деснянський,Київ,2 кімнати,47 / - / 6 м²,поверх 6 з 9,,,,0
27 000 грн,ЖК Малахіт,Солом'янка,Солом'янський,2 кімнати,75 / - / 13 м²,поверх 8 з 25,спец. проект,монолітно-каркасний,2017.0,0
26 772 грн,ЖК Парковий,Святошинський,Київ,2 кімнати,80 / - / 25 м²,поверх 6 з 13,,,,0
14 500 грн,Печерськ,Печерський,Київ,2 кімнати,50 / - / 7 м²,поверх 6 з 9,цегляний будинок,,,0
21 000 грн,ЖК Сучасний квартал,Відрадний,Солом'янський,2 кімнати,49 / - / 20 м²,поверх 9 з 16,,,,0
20 000 грн,ЖК L-квартал,Шулявка,Солом'янський,2 кімнати,58 / 40 / 13 м²,поверх 18 з 25,,,,0
10 500 грн,Троєщина,Деснянський,Київ,2 кімнати,70 / 57 / 12 м²,поверх 16 з 16,серія КТ,утеплена панель,1991.0,0
14 000 грн,Первомайський масив,Солом'янський,Київ,2 кімнати,53 / 30 / 5 м²,поверх 5 з 5,сталінка,цегляний будинок,1958.0,0
16 000 грн,Райдужний,Дніпровський,Київ,2 кімнати,65 / 38 / 16 м²,поверх 4 з 16,АППС-люкс,утеплена панель,2006.0,0
8 000 грн,Борщагівка,Святошинський,Київ,2 кімнати,45 / 26 / 6 м²,поверх 2 з 9,панельні,1970,,0
23 746 грн,Печерський,Київ,,2 кімнати,58 / 32 / 15 м²,поверх 19 з 25,спец. проект,монолітно-каркасний,2021.0,0
13 500 грн,Русанівка,Дніпровський,Київ,2 кімнати,50 / 30 / 15 м²,поверх 7 з 9,чеський проект,панельні,1966.0,0
8 500 грн,Лісовий,Деснянський,Київ,2 кімнати,50 / 30 / 9 м²,поверх 9 з 9,чеський проект,панельні,1968.0,0
8 000 грн,Первомайський масив,Солом'янський,Київ,2 кімнати,43 / 28 / 6 м²,поверх 3 з 5,хрущівка,цегляний будинок,1963.0,0
16 500 грн,Березняки,Дніпровський,Київ,2 кімнати,68 / 30 / 15 м²,поверх 5 з 9,чеський проект,панельні,1970.0,0
12 000 грн,Русанівка,Дніпровський,Київ,2 кімнати,50 / 32 / 7 м²,поверх 6 з 9,чеський проект,панельні,1966.0,0
17 000 грн,ЖК PARKLAND,Солом'янський,Київ,2 кімнати,54 / 20 / 15 м²,поверх 1 з 9,спец. проект,монолітно-каркасний,2016.0,0
10 000 грн,Вишгородський масив,Оболонський,Київ,2 кімнати,50 / 30 / 6 м²,поверх 1 з 9,серія 96,утеплена панель,1977.0,0
10 000 грн,Борщагівка,Святошинський,Київ,2 кімнати,60 / 39 / 7 м²,поверх 3 з 9,чеський проект,панельні,1969.0,0
10 000 грн,Лісовий,Деснянський,Київ,2 кімнати,53 / 30 / 8 м²,поверх 1 з 9,чеський проект,панельні,1974.0,0
14 500 грн,ЖК Традиція,Позняки,Дарницький,2 кімнати,70 / - / 14 м²,поверх 21 з 25,спец. проект,монолітно-каркасний,2018.0,0
14 000 грн,Солдатська слобідка,Шевченківський,Київ,2 кімнати,80 / - / 14 м²,поверх 8 з 14,спец. проект,цегляний будинок,1977.0,0
8 000 грн,Борщагівка,Святошинський,Київ,2 кімнати,44 / - / 7 м²,поверх 4 з 5,хрущівка,цегляний будинок,1970.0,0
25 700 грн,Солом'янський,Київ,,2 кімнати,72 / - / 10 м²,поверх 10 з 27,цегляний будинок,,,0
7 500 грн,Відрадний,Солом'янський,Київ,2 кімнати,45 / - / 6 м²,поверх 5 з 5,хрущівка,панельні,1964.0,0
11 000 грн,Борщагівка,Святошинський,Київ,2 кімнати,52 / - / 9 м²,поверх 7 з 9,серія 96,утеплена панель,1984.0,0
30 000 грн,Варшавський Мікрорайон,Виноградар,Подільський,2 кімнати,67 / 34 / 20 м²,поверх 5 з 13,спец. проект,монолітно-каркасний,2019.0,0
16 000 грн,Шулявка,Солом'янський,Київ,2 кімнати,64 / 35 / 14 м²,поверх 13 з 16,спец. проект,монолітно-каркасний,2000.0,0
15 000 грн,"ЖК вул. Дяченка (Бортничі), 20, 20а, 20б, 20в",Бортничі,Дарницький,2 кімнати,92 / 50 / 18 м²,поверх 7 з 9,спец. проект,монолітно-каркасний,2009.0,0
10 000 грн,Райдужний,Дніпровський,Київ,2 кімнати,55 / 30 / 7 м²,поверх 1 з 16,серія КТ,утеплена панель,1985.0,0
12 000 грн,Соцмісто,Дніпровський,Київ,2 кімнати,45 / 35 / 5 м²,поверх 1 з 5,хрущівка,цегляний будинок,1961.0,0
15 500 грн,"ЖК вул. Олены Пчілки, 2",Позняки,Дарницький,2 кімнати,70 / 25 / 20 м²,поверх 17 з 21,спец. проект,монолітно-каркасний,2008.0,0
37 000 грн,"ЖК вул. Дегтярівська, 15-17",Шевченківський,Київ,2 кімнати,70 / - / 26 м²,поверх 9 з 24,монолітно-каркасний,,,0
15 000 грн,Теремки,Голосіївський,Київ,2 кімнати,55 / - / 14 м²,поверх 12 з 25,монолітно-каркасний,,,0
15 000 грн,Осокорки,Дарницький,Київ,2 кімнати,78.3 / 35.9 / 14 м²,поверх 24 з 25,,,,0
49 790 грн,ЖК Новопечерські Липки,Чорна Гора,Київ,2 кімнати,48 / 20 / 18 м²,поверх 8 з 18,,,,0
17 000 грн,ЖК Успішний,Теремки,Голосіївський,2 кімнати,56 / 30 / 13 м²,поверх 3 з 7,спец. проект,цегляний будинок,2018.0,0
59 365 грн,ЖК Файна Таун,Київ,,2 кімнати,78 / 40 / 20 м²,поверх 16 з 16,2019,,,0
42 130 грн,ЖК Файна Таун,Київ,,2 кімнати,65 / 30 / 20 м²,поверх 2 з 9,2019,,,0
13 000 грн,Мінський,Оболонський,Київ,2 кімнати,52 / 35 / 8 м²,поверх 5 з 9,чеський проект,панельні,1974.0,0
15 000 грн,Райдужний,Дніпровський,Київ,2 кімнати,65 / 40 / 10 м²,поверх 2 з 4,БПС,утеплена панель,1982.0,0
10 000 грн,Солом'янка,Солом'янський,Київ,2 кімнати,45 / 28 / 7 м²,поверх 8 з 9,чеський проект,панельні,1970.0,0
5 500 грн,Голосіївський,Київ,,2 кімнати,30 / 20 / 7 м²,поверх 1 з 2,,,,0
8 500 грн,Нивки,Шевченківський,Київ,2 кімнати,46 / 30 / 7 м²,поверх 3 з 5,хрущівка,панельні,1963.0,0
19 000 грн,Феофанія,Голосіївський,Київ,2 кімнати,60 / 32 / 14 м²,поверх 3 з 6,,,,0
12 000 грн,Лук'янівка,Шевченківський,Київ,2 кімнати,48 / 27 / 7 м²,поверх 5 з 5,хрущівка,цегляний будинок,1966.0,0
13 000 грн,Олександрівська Слобідка,Солом'янський,Київ,2 кімнати,52 / 30 / 9 м²,поверх 12 з 14,спец. проект,цегляний будинок,1979.0,0
7 000 грн,Троєщина,Деснянський,Київ,2 кімнати,50 / 34 / 8 м²,поверх 8 з 9,серія 96,утеплена панель,1984.0,0
13 000 грн,Позняки,Дарницький,Київ,2 кімнати,77 / 33 / 12 м²,поверх 21 з 22,АППС-люкс,утеплена панель,2005.0,0
20 000 грн,ЖК PARKLAND,Солом'янський,Київ,2 кімнати,45 / 10 / 25 м²,поверх 9 з 9,спец. проект,монолітно-каркасний,2018.0,0
12 000 грн,Харьківський,Дарницький,Київ,2 кімнати,48 / 28 / 12 м²,поверх 8 з 9,серія 134,утеплена панель,1987.0,0
8 000 грн,Соцмісто,Дніпровський,Київ,2 кімнати,47 / 30 / 8 м²,поверх 2 з 5,хрущівка,цегляний будинок,1962.0,0
6 700 грн,Воскресенка,Дніпровський,Київ,2 кімнати,51 / 30 / 8 м²,поверх 1 з 5,хрущівка,панельні,1964.0,0
11 000 грн,Олександрівська Слобідка,Солом'янський,Київ,2 кімнати,52.6 / 30.4 / 6 м²,поверх 8 з 13,спец. проект,цегляний будинок,1972.0,0
8 800 грн,Новобіличі,Святошинський,Київ,2 кімнати,64 / 34 / 8 м²,поверх 8 з 12,АППС,утеплена панель,1987.0,0
18 000 грн,"ЖК вул. Обухівська, 135а",Біличі,Святошинський,2 кімнати,70 / 50 / 16 м²,поверх 8 з 24,спец. проект,монолітно-каркасний,2014.0,0
7 900 грн,Куренівка,Подільський,Київ,2 кімнати,50 / 30 / 8 м²,поверх 8 з 9,чеський проект,панельні,1979.0,0
17 400 грн,"ЖК пров. Балтійський, 23",Куренівка,Оболонський,2 кімнати,60 / - / 18 м²,поверх 23 з 25,монолітно-каркасний,2020,,0
