price,dist1,dist2,dist3,rooms,square,floor,type1,type2,type3,metro
120 232 грн,ЖК PecherSKY,Звіринець,Печерський,3 кімнати,120 / 75 / 20 м²,поверх 22 з 23,спец. проект,монолітно-каркасний,2013.0,1
24 999 грн,ЖК Seven,Позняки,Дарницький,3 кімнати,73 / 30 / 24 м²,поверх 15 з 25,,,,1
87 789 грн,Поділ,Подільський,Київ,5 кімнат,200 / 110 / 20 м²,поверх 4 з 4,дореволюційний,цегляний будинок,1895.0,1
76 338 грн,ЖК Французький квартал 2,Нова забудова,Печерський,3 кімнати,120 / 60 / 30 м²,поверх 10 з 16,спец. проект,монолітно-каркасний,2019.0,1
76 338 грн,Старий Київ,Шевченківський,Київ,5 кімнат,263 / 215 / 15 м²,поверх 5 з 6,дореволюційний,цегляний будинок,1908.0,1
12 000 грн,Теремки-1,Голосіївський,Київ,3 кімнати,68 / 40 / 8 м²,поверх 2 з 9,серія 87,цегляний будинок,1978.0,1
190 844 грн,ЖК Парус,Лук'янівка,Шевченківський,5 кімнат,250 / - / 50 м²,поверх 25 з 26,спец. проект,монолітно-каркасний,2008.0,1
114 507 грн,ЖК Хвиля,Печерськ,Печерський,4 кімнати,190 / - / 20 м²,поверх 6 з 21,спец. проект,монолітно-каркасний,2005.0,1
61 071 грн,Солдатська слобідка,Шевченківський,Київ,3 кімнати,152 / - / 15 м²,поверх 4 з 9,спец. проект,монолітно-каркасний,2008.0,1
70 613 грн,ЖК Зелений замок,Татарка,Подільський,4 кімнати,100 / - / 25 м²,поверх 7 з 12,,,,1
95 422 грн,ЖК Тріумф,Звіринець,Печерський,3 кімнати,150 / 75 / 20 м²,поверх 9 з 24,спец. проект,монолітно-каркасний,2009.0,1
49 620 грн,ЖК Тріумф,Верхня Теличка,Печерський,4 кімнати,155 / 143 / 1 м²,поверх 23 з 25,,,,1
45 803 грн,Історичний центр,Шевченківський,Київ,3 кімнати,70 / 40 / 15 м²,поверх 6 з 18,совмін,цегляний будинок,1971.0,1
72 521 грн,ЖК Парус,Лук'янівка,Шевченківський,3 кімнати,150 / 70 / 25 м²,поверх 18 з 25,спец. проект,монолітно-каркасний,2008.0,1
76 300 грн,Історичний центр,Шевченківський,Київ,4 кімнати,140 / 80 / 15 м²,поверх 2 з 4,сталінка,цегляний будинок,1955.0,1
64 887 грн,Нова забудова,Печерський,Київ,4 кімнати,140 / 87 / 15 м²,поверх 3 з 11,спец. проект,монолітно-каркасний,2006.0,1
34 352 грн,"ЖК вул. Дмитрівська, 69",Солдатська слобідка,Шевченківський,4 кімнати,150 / 80 / 20 м²,поверх 15 з 25,спец. проект,монолітно-каркасний,2005.0,1
57 254 грн,Печерськ,Печерський,Київ,3 кімнати,190 / 120 / 10 м²,поверх 4 з 8,спец. проект,монолітно-каркасний,2005.0,1
53 437 грн,Нова забудова,Голосіївський,Київ,3 кімнати,75 / 45 / 20 м²,поверх 15 з 23,цегляний будинок,2023,,1
141 225 грн,ЖК Tetris Hall,Нова забудова,Печерський,3 кімнати,109 / 50 / 25 м²,поверх 11 з 24,спец. проект,монолітно-каркасний,2016.0,1
106 873 грн,ЖК Бульвар Фонтанів,Нижній Печерськ,Печерський,4 кімнати,127 / 65 / 28 м²,поверх 5 з 12,спец. проект,монолітно-каркасний,2017.0,1
49 620 грн,"ЖК вул. Богдана Хмельницького, 58а",Історичний центр,Шевченківський,3 кімнати,155 / 100 / 15 м²,поверх 11 з 19,спец. проект,монолітно-каркасний,2013.0,1
70 613 грн,ЖК Панорама на Печерську,Нижній Печерськ,Печерський,3 кімнати,150 / 100 / 28 м²,поверх 26 з 27,спец. проект,монолітно-каркасний,2013.0,1
148 859 грн,ЖК Renaissance Residence,Звіринець,Печерський,3 кімнати,150 / 100 / 50 м²,поверх 5 з 9,спец. проект,монолітно-каркасний,2013.0,1
30 536 грн,"ЖК вул. Дмитрівська, 69",Солдатська слобідка,Шевченківський,4 кімнати,172 / 150 / 15 м²,поверх 3 з 25,спец. проект,монолітно-каркасний,2005.0,1
66 796 грн,ЖК Бульвар Фонтанів,Нижній Печерськ,Печерський,3 кімнати,78 / 60 / 18 м²,поверх 11 з 14,спец. проект,монолітно-каркасний,2019.0,1
45 803 грн,Історичний центр,Шевченківський,Київ,3 кімнати,150 / 70 / 30 м²,поверх 4 з 4,дореволюційний,цегляний будинок,1898.0,1
87 789 грн,ЖК Busov Hill,Звіринець,Печерський,4 кімнати,180 / - / 25 м²,поверх 7 з 25,спец. проект,монолітно-каркасний,2018.0,1
34 352 грн,ЖК Cardinal,Нова забудова,Печерський,3 кімнати,85 / - / 20 м²,поверх 18 з 23,спец. проект,монолітно-каркасний,2019.0,1
49 620 грн,Липки,Печерський,Київ,3 кімнати,70 / - / 15 м²,поверх 2 з 7,сталінка,цегляний будинок,1954.0,1
80 155 грн,ЖК Панорама на Печерську,Нижній Печерськ,Печерський,3 кімнати,202 / 120 / 55 м²,поверх 15 з 26,спец. проект,монолітно-каркасний,2013.0,1
229 013 грн,ЖК Ярославів Град,Шевченківський,Київ,3 кімнати,143 / 89 / 54 м²,поверх 9 з 10,,,,1
76 338 грн,ЖК Новопечерські Липки,Чорна Гора,Печерський,3 кімнати,150 / 60 / 27 м²,поверх 9 з 17,спец. проект,монолітно-каркасний,2010.0,1
53 437 грн,ЖК Новопечерські Липки,Чорна Гора,Печерський,3 кімнати,136 / 60 / 30 м²,поверх 7 з 18,спец. проект,монолітно-каркасний,2010.0,1
99 239 грн,ЖК Новопечерські Липки,Чорна Гора,Печерський,3 кімнати,95 / 20 / 30 м²,поверх 5 з 30,спец. проект,монолітно-каркасний,2016.0,1
64 887 грн,Печерськ,Печерський,Київ,4 кімнати,200 / 120 / 30 м²,поверх 8 з 14,спец. проект,монолітно-каркасний,2002.0,1
80 155 грн,ЖК Панорама на Печерську,Нижній Печерськ,Печерський,3 кімнати,212 / 120 / 40 м²,поверх 15 з 27,спец. проект,монолітно-каркасний,2013.0,1
76 338 грн,ЖК Тріумф,Звіринець,Печерський,3 кімнати,135 / 70 / 35 м²,поверх 4 з 23,спец. проект,монолітно-каркасний,2009.0,1
57 254 грн,ЖК Славутич,Позняки,Дарницький,3 кімнати,101 / 37 / 15 м²,поверх 1 з 2,спец. проект,монолітно-каркасний,2018.0,1
190 844 грн,Шевченківський,Київ,,5 кімнат,350 / - / 2 м²,поверх 4 з 5,цегляний будинок,,,1
122 141 грн,Печерський,Київ,,3 кімнати,120 / - / 20 м²,поверх 23 з 30,,,,1
76 338 грн,ЖК Аристократ,Нижній Печерськ,Печерський,4 кімнати,145 / - / 22 м²,поверх 20 з 23,спец. проект,монолітно-каркасний,2018.0,1
72 521 грн,ЖК Новопечерські Липки,Чорна Гора,Печерський,3 кімнати,125 / - / 35 м²,поверх 8 з 20,спец. проект,монолітно-каркасний,2010.0,1
72 521 грн,ЖК Тріумф,Звіринець,Печерський,3 кімнати,163 / 120 / 25 м²,поверх 9 з 14,спец. проект,монолітно-каркасний,2009.0,1
38 169 грн,Печерськ,Печерський,Київ,3 кімнати,104 / 60 / 12 м²,поверх 5 з 21,спец. проект,монолітно-каркасний,2005.0,1
95 422 грн,ЖК Престиж Холл,Нижній Печерськ,Печерський,3 кімнати,110 / 60 / 20 м²,поверх 12 з 24,спец. проект,монолітно-каркасний,2014.0,1
76 338 грн,ЖК Бульвар Фонтанів,Нижній Печерськ,Печерський,3 кімнати,90 / 45 / 30 м²,поверх 17 з 23,спец. проект,монолітно-каркасний,2013.0,1
83 972 грн,ЖК Новопечерські Липки,Чорна Гора,Печерський,3 кімнати,95 / 70 / 15 м²,поверх 13 з 30,спец. проект,монолітно-каркасний,2016.0,1
125 957 грн,ЖК Бульвар Фонтанів,Нижній Печерськ,Печерський,3 кімнати,114 / 80 / 34 м²,поверх 6 з 10,спец. проект,монолітно-каркасний,2019.0,1
57 254 грн,ЖК Chicago Central House,Нова забудова,Голосіївський,3 кімнати,110 / - / 50 м²,поверх 11 з 27,спец. проект,монолітно-каркасний,2019.0,1
72 521 грн,ЖК Тридцять восьма перлина,Печерський,Київ,4 кімнати,100 / - / 22 м²,поверх 2 з 11,,,,1
114 507 грн,Печерський,Київ,,3 кімнати,111 / - / 15 м²,поверх 12 з 24,монолітно-каркасний,,,1
47 711 грн,ЖК Хвиля,Печерськ,Печерський,3 кімнати,123 / - / 15 м²,поверх 3 з 17,спец. проект,монолітно-каркасний,2005.0,1
49 620 грн,"ЖК бул. Лесі Українки, 7а",Печерськ,Печерський,4 кімнати,155 / - / 25 м²,поверх 25 з 27,спец. проект,монолітно-каркасний,2012.0,1
95 422 грн,Історичний центр,Шевченківський,Київ,4 кімнати,250 / 150 / 45 м²,поверх 6 з 6,сталінка,цегляний будинок,1938.0,1
53 437 грн,Старий Київ,Шевченківський,Київ,3 кімнати,74 / 65 / 9 м²,поверх 6 з 9,,,,1
38 169 грн,Черепанова гора,Печерський,Київ,4 кімнати,75 / 55 / 20 м²,поверх 6 з 9,спец. проект,цегляний будинок,1972.0,1
26 500 грн,"ЖК вул. Гмирі, 8б",Осокорки,Дарницький,4 кімнати,125 / - / 15 м²,поверх 17 з 25,спец. проект,монолітно-каркасний,2009.0,1
45 803 грн,Печерськ,Печерський,Київ,4 кімнати,180 / - / 35 м²,поверх 10 з 18,спец. проект,монолітно-каркасний,2002.0,1
45 803 грн,Липки,Печерський,Київ,3 кімнати,98 / 60 / 15 м²,поверх 7 з 8,сталінка,цегляний будинок,1951.0,1
34 314 грн,Шевченківський,Київ,,3 кімнати,70 / - / 15 м²,поверх 2 з 7,цегляний будинок,,,1
152 675 грн,Печерський,Київ,,3 кімнати,235 / - / 60 м²,поверх 29 з 30,,,,1
305 350 грн,ЖК Новопечерські Липки,Чорна Гора,Печерський,5 кімнат,210 / 110 / 20 м²,поверх 4 з 30,спец. проект,монолітно-каркасний,2016.0,1
114 507 грн,Історичний центр,Шевченківський,Київ,3 кімнати,190 / 122 / 21 м²,поверх 7 з 12,спец. проект,монолітно-каркасний,2005.0,1
37 788 грн,ЖК Введенський,Печерськ,Печерський,3 кімнати,141 / - / 23.3 м²,поверх 11 з 11,спец. проект,монолітно-каркасний,2004.0,1
34 352 грн,ЖК Творець,Нижній Печерськ,Печерський,3 кімнати,140 / 100 / 20 м²,поверх 5 з 17,спец. проект,монолітно-каркасний,2006.0,1
57 254 грн,Печерськ,Печерський,Київ,3 кімнати,210 / 144 / 15 м²,поверх 4 з 18,спец. проект,монолітно-каркасний,2002.0,1
45 803 грн,Деміївка,Голосіївський,Київ,3 кімнати,144 / 85 / 50 м²,поверх 16 з 22,спец. проект,монолітно-каркасний,2006.0,1
305 350 грн,ЖК Бульвар Фонтанів,Нижній Печерськ,Печерський,3 кімнати,165 / 80 / 40 м²,поверх 14 з 14,спец. проект,монолітно-каркасний,2017.0,1
74 430 грн,ЖК Хвиля,Печерський,Київ,4 кімнати,177.5 / - / 21 м²,поверх 3 з 20,,,,1
62 979 грн,Липки,Печерський,Київ,4 кімнати,250 / - / 82 м²,поверх 7 з 7,,,,1
114 507 грн,ЖК Діамант,Нова забудова,Шевченківський,4 кімнати,200 / - / 35 м²,поверх 6 з 23,спец. проект,монолітно-каркасний,2009.0,1
53 437 грн,Нова забудова,Шевченківський,Київ,5 кімнат,150 / - / 20 м²,поверх 4 з 4,,,,1
76 338 грн,Нова забудова,Голосіївський,Київ,4 кімнати,125 / - / 1 м²,поверх 2 з 5,дореволюційний,цегляний будинок,1917.0,1
61 071 грн,Жилой дом «Владимирский»,Нова забудова,Голосіївський,3 кімнати,90 / - / 35 м²,поверх 17 з 25,спец. проект,монолітно-каркасний,2021.0,1
29 390 грн,Лівобережний масив,Дніпровський,Київ,4 кімнати,136 / - / 10 м²,поверх 9 з 16,,,,1
64 887 грн,ЖК Покровський посад,Кудрявець,Шевченківський,5 кімнат,200 / 120 / 15 м²,поверх 22 з 23,спец. проект,монолітно-каркасний,2014.0,1
30 536 грн,Липки,Печерський,Київ,3 кімнати,90 / 51 / 14 м²,поверх 5 з 7,совмін,цегляний будинок,1973.0,1
57 254 грн,Нова забудова,Голосіївський,Київ,5 кімнат,195 / 97 / 24 м²,поверх 6 з 16,спец. проект,цегляний будинок,1999.0,1
57 254 грн,"ЖК вул. Лисенка, 2А",Історичний центр,Шевченківський,3 кімнати,140 / 90 / 25 м²,поверх 3 з 9,спец. проект,монолітно-каркасний,2001.0,1
41 986 грн,Печерський,Київ,,3 кімнати,75 / - / 1 м²,поверх 4 з 9,,,,1
32 444 грн,ЖК Новопечерська Вежа,Печерський,Київ,3 кімнати,90 / - / 11 м²,поверх 3 з 24,цегляний будинок,,,1
38 169 грн,Липки,Печерський,Київ,3 кімнати,155.4 / - / 11 м²,поверх 5 з 11,спец. проект,монолітно-каркасний,2007.0,1
34 352 грн,"ЖК бул. Лесі Українки, 7а",Печерськ,Печерський,3 кімнати,100 / - / 30 м²,поверх 24 з 27,спец. проект,монолітно-каркасний,2012.0,1
83 972 грн,ЖК Ліко-Град 3,Теремки-2,Голосіївський,4 кімнати,170 / 100 / 30 м²,поверх 16 з 18,спец. проект,монолітно-каркасний,2014.0,1
133 591 грн,"ЖК вул. Круглоуніверситетська, 3-5",Липки,Печерський,4 кімнати,183 / 100 / 40 м²,поверх 9 з 13,спец. проект,монолітно-каркасний,2008.0,1
38 169 грн,ЖК Новопечерські Липки,Чорна Гора,Печерський,4 кімнати,149 / 100 / 30 м²,поверх 10 з 16,спец. проект,монолітно-каркасний,2010.0,1
64 887 грн,Клубний будинок „Chelsea Tower“,Черепанова гора,Печерський,3 кімнати,87 / 60 / 18 м²,поверх 15 з 23,спец. проект,цегляний будинок,2014.0,1
27 000 грн,ЖК Корона,Позняки,Дарницький,4 кімнати,141 / 100 / 20 м²,поверх 10 з 37,спец. проект,монолітно-каркасний,2007.0,1
38 169 грн,Нова забудова,Голосіївський,Київ,3 кімнати,190 / 1 / 1 м²,поверх 19 з 19,спец. проект,монолітно-каркасний,2001.0,1
47 711 грн,Липки,Печерський,Київ,3 кімнати,92 / 67 / 9 м²,поверх 2 з 13,сталінка,цегляний будинок,1954.0,1
190 806 грн,ЖК Новопечерські Липки,Чорна Гора,Печерський,5 кімнат,235 / 140 / 55 м²,поверх 18 з 22,спец. проект,монолітно-каркасний,2014.0,1
76 338 грн,Історичний центр,Шевченківський,Київ,5 кімнат,210 / 140 / 32 м²,4 поверх,дореволюційний,цегляний будинок,1917.0,1
381 688 грн,ЖК “Park View”,Нова забудова,Шевченківський,5 кімнат,439 / - / 25 м²,17-поверховий будинок,спец. проект,монолітно-каркасний,2001.0,1
183 210 грн,Печерськ,Печерський,Київ,4 кімнати,186 / - / 36 м²,поверх 22 з 33,,,,1
145 042 грн,Печерськ,Печерський,Київ,4 кімнати,140 / - / 30 м²,поверх 4 з 33,,,,1
51 528 грн,"ЖК вул. Ділова, 2б",Черепанова гора,Печерський,3 кімнати,140 / - / 20 м²,поверх 24 з 25,спец. проект,монолітно-каркасний,2012.0,1
49 620 грн,ЖК Busov Hill,Звіринець,Печерський,3 кімнати,125 / - / 25 м²,поверх 9 з 20,спец. проект,монолітно-каркасний,2018.0,1
29 772 грн,Деміївка,Голосіївський,Київ,3 кімнати,96 / - / 15 м²,поверх 10 з 22,,,,1
26 680 грн,ЖК Новопечерська Вежа,Звіринець,Печерський,3 кімнати,70 / - / 15 м²,поверх 21 з 26,спец. проект,монолітно-каркасний,2020.0,1
37 406 грн,Печерськ,Печерський,Київ,3 кімнати,108 / - / 15 м²,поверх 18 з 18,,,,1
38 500 грн,ЖК Нивки-Парк,Ґалаґани,Святошинський,3 кімнати,85 / - / 18 м²,поверх 10 з 17,спец. проект,монолітно-каркасний,2021.0,1
91 605 грн,Шевченківський,Київ,,4 кімнати,176 / - / 10 м²,поверх 1 з 1,,,,1
56 490 грн,Історичний центр,Шевченківський,Київ,4 кімнати,150 / - / 20 м²,поверх 5 з 7,,,,1
38 169 грн,Нова забудова,Голосіївський,Київ,3 кімнати,77 / 50 / 10 м²,поверх 2 з 4,дореволюційний,цегляний будинок,1917.0,1
45 803 грн,Нижній Печерськ,Печерський,Київ,4 кімнати,185 / 110 / 20 м²,поверх 24 з 26,спец. проект,монолітно-каркасний,2003.0,1
25 500 грн,"ЖК вул. Гмирі, 6",Осокорки,Дарницький,3 кімнати,115 / 60 / 14 м²,поверх 18 з 25,спец. проект,монолітно-каркасний,2010.0,1
68 704 грн,ЖК Французький квартал 2,Нова забудова,Печерський,3 кімнати,90 / 50 / 40 м²,поверх 10 з 24,спец. проект,монолітно-каркасний,2021.0,1
209 929 грн,"ЖК вул. Грушевського, 9а",Печерськ,Печерський,3 кімнати,165 / 80 / 25 м²,поверх 10 з 11,спец. проект,монолітно-каркасний,2007.0,1
42 559 грн,ЖК Зарічний,Позняки,Дарницький,3 кімнати,86 / 45 / 25 м²,поверх 9 з 25,спец. проект,монолітно-каркасний,2019.0,1
45 000 грн,ЖК Botanic Towers,Нова забудова,Шевченківський,3 кімнати,140 / 70 / 20 м²,поверх 17 з 27,спец. проект,монолітно-каркасний,2008.0,1
45 803 грн,ЖК Зарічний,Дарницький,Київ,4 кімнати,104 / 85 / 14 м²,поверх 19 з 24,,,,1
38 169 грн,ЖК Зарічний,Позняки,Дарницький,3 кімнати,67 / 30 / 15 м²,поверх 19 з 24,спец. проект,монолітно-каркасний,2015.0,1
68 704 грн,ЖК Рів'єра Ріверсайд,Лівобережний масив,Дніпровський,3 кімнати,150 / 110 / 40 м²,поверх 5 з 11,спец. проект,монолітно-каркасний,2012.0,1
38 169 грн,ЖК Елегант,Нова забудова,Шевченківський,3 кімнати,90 / 75 / 15 м²,поверх 17 з 32,спец. проект,монолітно-каркасний,2013.0,1
38 169 грн,"ЖК просп. Бажана, 10",Осокорки,Дарницький,3 кімнати,118 / 60 / 20 м²,поверх 23 з 24,спец. проект,монолітно-каркасний,2005.0,1
49 620 грн,Печерськ,Печерський,Київ,3 кімнати,140 / 75 / 17 м²,поверх 4 з 18,спец. проект,монолітно-каркасний,2002.0,1
64 887 грн,Старий Київ,Шевченківський,Київ,4 кімнати,180 / 130 / 18 м²,поверх 5 з 7,дореволюційний,цегляний будинок,1909.0,1
41 986 грн,ЖК Французький квартал,Нижній Печерськ,Печерський,3 кімнати,100 / 46 / 35 м²,поверх 14 з 30,,,,1
183 210 грн,ЖК Park Avenue VIP,Деміївка,Голосіївський,5 кімнат,170 / 100 / 50 м²,поверх 16 з 21,спец. проект,монолітно-каркасний,2018.0,1
28 627 грн,Лівобережний масив,Дніпровський,Київ,3 кімнати,108 / 30 / 20 м²,поверх 7 з 17,спец. проект,монолітно-каркасний,2003.0,1
26 719 грн,Нижній Печерськ,Печерський,Київ,3 кімнати,80 / 50 / 20 м²,поверх 5 з 5,сталінка,цегляний будинок,1940.0,1
95 422 грн,ЖК PecherSKY,Звіринець,Печерський,3 кімнати,144 / 75 / 15 м²,поверх 18 з 25,спец. проект,монолітно-каркасний,2013.0,1
49 620 грн,"ЖК вул. Йорданська (Лайоша Гавро), 1а",Оболонь,Оболонський,3 кімнати,120 / 80 / 30 м²,поверх 8 з 22,спец. проект,монолітно-каркасний,2010.0,1
190 844 грн,ЖК Park Avenue VIP,Деміївка,Голосіївський,3 кімнати,163 / 100 / 50 м²,поверх 13 з 21,спец. проект,монолітно-каркасний,2018.0,1
209 929 грн,"ЖК вул. Грушевського, 9а",Печерськ,Печерський,4 кімнати,200 / 120 / 30 м²,поверх 3 з 11,спец. проект,монолітно-каркасний,2007.0,1
99 239 грн,ЖК Тріумф,Верхня Теличка,Печерський,4 кімнати,183 / 120 / 15 м²,поверх 10 з 14,,,,1
76 338 грн,ЖК Місце мрії,Шулявка,Солом'янський,3 кімнати,172 / 80 / 30 м²,поверх 24 з 25,спец. проект,монолітно-каркасний,2009.0,1
34 352 грн,Липки,Печерський,Київ,4 кімнати,120 / 70 / 30 м²,поверх 4 з 5,сталінка,цегляний будинок,1936.0,1
72 521 грн,ЖК Аристократ,Нижній Печерськ,Печерський,3 кімнати,128 / 60 / 30 м²,поверх 5 з 24,спец. проект,монолітно-каркасний,2018.0,1
190 844 грн,ЖК Alter Ego,Черепанова гора,Печерський,3 кімнати,100 / 55 / 45 м²,поверх 24 з 24,спец. проект,монолітно-каркасний,2018.0,1
209 929 грн,ЖК Alter Ego,Черепанова гора,Печерський,3 кімнати,105 / 55 / 50 м²,поверх 24 з 24,спец. проект,монолітно-каркасний,2018.0,1
49 620 грн,Нова забудова,Шевченківський,Київ,3 кімнати,113 / 50 / 30 м²,поверх 5 з 6,дореволюційний,цегляний будинок,1914.0,1
137 408 грн,ЖК Skyline,Нижній Печерськ,Печерський,4 кімнати,131 / 68 / 28 м²,поверх 5 з 24,спец. проект,монолітно-каркасний,2015.0,1
32 444 грн,ЖК Творець,Нижній Печерськ,Печерський,3 кімнати,117 / 75 / 18 м²,поверх 20 з 24,спец. проект,монолітно-каркасний,2005.0,1
103 056 грн,ЖК Busov Hill,Звіринець,Печерський,3 кімнати,103 / 70 / 30 м²,поверх 8 з 21,спец. проект,монолітно-каркасний,2018.0,1
47 711 грн,ЖК Сонячна Рів'єра,Лівобережний масив,Дніпровський,3 кімнати,120 / 80 / 15 м²,поверх 29 з 30,,,,1
34 352 грн,Святошино,Святошинський,Київ,3 кімнати,104 / 77 / 15 м²,поверх 15 з 21,спец. проект,монолітно-каркасний,2006.0,1
34 352 грн,ЖК Голосіїво,Деміївка,Голосіївський,3 кімнати,130 / 60 / 25 м²,поверх 9 з 20,спец. проект,монолітно-каркасний,2008.0,1
76 338 грн,ЖК Новопечерські Липки,Чорна Гора,Печерський,3 кімнати,125 / 70 / 20 м²,поверх 11 з 24,спец. проект,монолітно-каркасний,2013.0,1
53 437 грн,Липки,Печерський,Київ,4 кімнати,135 / 90 / 13 м²,поверх 6 з 7,дореволюційний,цегляний будинок,1915.0,1
64 887 грн,Солдатська слобідка,Шевченківський,Київ,6 кімнат,180 / 100 / 45 м²,поверх 6 з 10,спец. проект,монолітно-каркасний,2008.0,1
45 803 грн,Старий Київ,Шевченківський,Київ,3 кімнати,108 / 70 / 12 м²,поверх 2 з 5,дореволюційний,цегляний будинок,1887.0,1
152 675 грн,Липки,Печерський,Київ,4 кімнати,135 / 80 / 20 м²,поверх 4 з 4,дореволюційний,цегляний будинок,1909.0,1
45 803 грн,Поділ,Подільський,Київ,3 кімнати,198 / 114 / 38 м²,поверх 5 з 5,спец. проект,монолітно-каркасний,1999.0,1
66 796 грн,ЖК Рів'єра Ріверсайд,Лівобережний масив,Дніпровський,3 кімнати,118 / 40 / 45 м²,поверх 4 з 9,спец. проект,монолітно-каркасний,2012.0,1
26 719 грн,Печерськ,Печерський,Київ,3 кімнати,70 / 50 / 10 м²,поверх 4 з 5,сталінка,цегляний будинок,1957.0,1
80 155 грн,Липки,Печерський,Київ,3 кімнати,130 / 60 / 30 м²,поверх 5 з 6,дореволюційний,цегляний будинок,1909.0,1
20 000 грн,Голосіївський,Київ,,3 кімнати,85 / 60 / 10 м²,поверх 5 з 5,,,,1
114 507 грн,ЖК Французький квартал 2,Нова забудова,Печерський,3 кімнати,102 / 50 / 18 м²,поверх 17 з 19,спец. проект,монолітно-каркасний,2017.0,1
141 225 грн,ЖК Липська вежа,Липки,Печерський,3 кімнати,155 / 70 / 30 м²,поверх 7 з 25,спец. проект,монолітно-каркасний,2009.0,1
68 704 грн,ЖК Park Avenue VIP,Деміївка,Голосіївський,3 кімнати,120 / 80 / 30 м²,поверх 21 з 23,спец. проект,монолітно-каркасний,2013.0,1
61 071 грн,ЖК RiverStone,Позняки,Дарницький,3 кімнати,86 / 42 / 30 м²,поверх 13 з 21,спец. проект,монолітно-каркасний,2012.0,1
57 254 грн,ЖК Park Avenue VIP,Деміївка,Голосіївський,3 кімнати,87 / 50 / 25 м²,поверх 17 з 23,спец. проект,монолітно-каркасний,2013.0,1
38 169 грн,Липки,Печерський,Київ,3 кімнати,112 / 60 / 12 м²,поверх 4 з 4,,,,1
57 254 грн,ЖК Richmond,Нижній Печерськ,Печерський,4 кімнати,125 / 72 / 18 м²,поверх 5 з 22,спец. проект,монолітно-каркасний,2017.0,1
133 591 грн,ЖК Renaissance Residence,Звіринець,Печерський,4 кімнати,170 / 104 / 21 м²,поверх 2 з 6,спец. проект,монолітно-каркасний,2013.0,1
145 042 грн,Липки,Печерський,Київ,4 кімнати,190.7 / 125 / 16 м²,поверх 4 з 5,сталінка,цегляний будинок,1924.0,1
57 254 грн,Липки,Печерський,Київ,4 кімнати,138 / 76 / 21 м²,поверх 4 з 4,дореволюційний,цегляний будинок,1901.0,1
38 169 грн,"ЖК вул. Євгена Коновальця (Щорса), 36в",Нижній Печерськ,Печерський,3 кімнати,90 / 45 / 20 м²,поверх 3 з 23,спец. проект,монолітно-каркасний,2011.0,1
34 352 грн,ЖК Дипломат-холл,Нова забудова,Голосіївський,3 кімнати,134 / 80 / 15 м²,поверх 13 з 14,спец. проект,монолітно-каркасний,2006.0,1
133 591 грн,Старий Київ,Шевченківський,Київ,3 кімнати,245 / 120 / 15 м²,поверх 9 з 11,спец. проект,цегляний будинок,2003.0,1
41 986 грн,ЖК Творець,Нижній Печерськ,Печерський,3 кімнати,140 / 90 / 30 м²,поверх 12 з 25,спец. проект,монолітно-каркасний,2006.0,1
72 521 грн,Липки,Печерський,Київ,5 кімнат,265 / 131 / 25 м²,поверх 8 з 16,спец. проект,монолітно-каркасний,2000.0,1
38 169 грн,Липки,Печерський,Київ,3 кімнати,100 / 64 / 10 м²,поверх 2 з 5,дореволюційний,цегляний будинок,,1
95 422 грн,ЖК Липська вежа,Липки,Печерський,4 кімнати,206 / 120 / 18 м²,поверх 13 з 25,спец. проект,монолітно-каркасний,2009.0,1
34 352 грн,"ЖК вул. Ковпака, 17",Нова забудова,Печерський,3 кімнати,117 / 80 / 25 м²,поверх 5 з 17,спец. проект,монолітно-каркасний,2001.0,1
68 704 грн,Старий Київ,Шевченківський,Київ,5 кімнат,230 / 180 / 23 м²,поверх 3 з 4,дореволюційний,цегляний будинок,1917.0,1
43 895 грн,Нижній Печерськ,Печерський,Київ,3 кімнати,123 / 80 / 23 м²,поверх 21 з 21,спец. проект,монолітно-каркасний,2003.0,1
41 986 грн,"ЖК бул. Лесі Українки, 7а",Печерськ,Печерський,4 кімнати,155 / 110 / 22 м²,поверх 24 з 27,спец. проект,монолітно-каркасний,2012.0,1
51 528 грн,ЖК Покровський посад,Кудрявець,Шевченківський,4 кімнати,140 / 90 / 40 м²,поверх 8 з 24,спец. проект,монолітно-каркасний,2014.0,1
57 254 грн,ЖК Французький квартал,Нижній Печерськ,Печерський,3 кімнати,80 / 45 / 25 м²,поверх 5 з 12,спец. проект,монолітно-каркасний,2015.0,1
57 254 грн,Історичний центр,Шевченківський,Київ,3 кімнати,85 / 1 / 1 м²,поверх 2 з 4,дореволюційний,цегляний будинок,1917.0,1
99 239 грн,ЖК Ярославів Град,Шевченківський,Київ,4 кімнати,105 / 56 / 12 м²,поверх 14 з 19,2021,,,1
49 620 грн,Липки,Печерський,Київ,3 кімнати,90 / 65 / 17 м²,поверх 4 з 6,дореволюційний,цегляний будинок,1900.0,1
41 986 грн,ЖК Park Avenue VIP,Деміївка,Голосіївський,3 кімнати,100 / 70 / 30 м²,поверх 9 з 20,спец. проект,монолітно-каркасний,2010.0,1
41 986 грн,ЖК Французький квартал 2,Нова забудова,Печерський,3 кімнати,80 / 50 / 30 м²,поверх 18 з 25,спец. проект,монолітно-каркасний,2021.0,1
152 675 грн,Старий Київ,Шевченківський,Київ,3 кімнати,207 / 70 / 60 м²,поверх 2 з 12,,,,1
