price,district,rooms,floor,metro,total_area,kitchen_area,floor_total
7000,Дніпровський,2,3.0,0,46.0,7.0,5.0
12500,Оболонський,2,6.0,0,45.5,7.5,9.0
172350,Печерський,2,9.0,0,122.0,40.0,14.0
28725,Голосіївський,2,15.0,0,45.0,10.0,22.0
32300,Солом'янський,2,16.0,0,135.0,33.0,26.0
21065,Голосіївський,2,10.0,0,86.0,10.0,21.0
34470,Голосіївський,2,15.0,0,51.0,12.0,22.0
38300,Дарницький,2,20.0,0,65.0,25.0,22.0
16000,Солом'янський,2,10.0,0,65.0,10.0,16.0
26000,Шевченківський,2,4.0,0,65.0,8.0,21.0
30257,Печерський,2,12.0,0,50.0,20.0,27.0
34470,Шевченківський,2,4.0,0,56.0,25.0,4.0
15000,Голосіївський,2,18.0,0,50.0,9.0,20.0
17000,Шевченківський,2,3.0,0,60.0,8.0,7.0
14000,Оболонський,2,2.0,0,50.0,10.0,9.0
7000,Дніпровський,2,5.0,0,45.0,7.0,5.0
14500,Дарницький,2,11.0,0,62.0,12.0,24.0
23000,Голосіївський,2,6.0,0,42.0,1.0,7.0
65110,Шевченківський,2,16.0,0,79.0,15.0,16.0
8000,Дарницький,2,9.0,0,55.0,9.0,10.0
20000,Подільський,2,21.0,0,73.0,16.0,24.0
45960,Голосіївський,2,15.0,0,60.0,5.0,21.0
8000,Дніпровський,2,1.0,0,52.0,10.0,5.0
21000,Солом'янський,2,9.0,0,80.0,20.0,19.0
34470,Печерський,2,13.0,0,88.0,12.0,25.0
12000,Печерський,2,4.0,0,50.0,7.0,5.0
18000,Голосіївський,2,12.0,0,61.0,12.0,22.0
12800,Дніпровський,2,1.0,0,60.0,8.0,14.0
22980,Солом'янський,2,3.0,0,50.0,10.0,3.0
11500,Деснянський,2,18.0,0,70.0,15.0,25.0
14000,Оболонський,2,14.0,0,57.0,8.0,16.0
15000,Голосіївський,2,4.0,0,75.0,15.0,25.0
10000,Дарницький,2,13.0,0,55.0,8.0,16.0
10000,Шевченківський,2,1.0,0,55.0,8.0,5.0
18500,Солом'янський,2,14.0,0,65.0,18.0,22.0
22000,Святошинський,2,5.0,0,47.0,11.0,6.0
20000,Оболонський,2,12.0,0,65.0,16.0,12.0
9000,Оболонський,2,11.0,0,55.0,,12.0
53620,Печерський,2,5.0,0,70.0,30.0,26.0
25110,Шевченківський,2,5.0,0,75.0,35.0,25.0
30640,Солом'янський,2,24.0,0,62.4,18.0,26.0
28725,Солом'янський,2,9.0,0,50.0,20.0,25.0
25000,Шевченківський,2,15.0,0,96.0,18.0,25.0
13000,Солом'янський,2,8.0,0,52.0,14.0,14.0
20800,Оболонський,2,23.0,0,50.0,11.0,26.0
12000,Дарницький,2,2.0,0,63.0,13.0,17.0
18500,Солом'янський,2,2.0,0,46.0,17.0,10.0
20000,Дарницький,2,20.0,0,50.0,20.0,22.0
34000,Дарницький,2,20.0,0,50.0,14.0,26.0
12500,Оболонський,2,1.0,0,52.0,8.0,9.0
10000,Святошинський,2,9.0,0,61.0,9.0,14.0
11000,Дарницький,2,17.0,0,68.0,15.0,18.0
16000,Дніпровський,2,8.0,0,61.0,11.0,16.0
12000,Подільський,2,11.0,0,55.0,8.0,16.0
11000,Дніпровський,2,1.0,0,52.0,8.0,9.0
45960,Печерський,2,7.0,0,77.0,20.0,23.0
11000,Дніпровський,2,7.0,0,50.0,8.0,9.0
20000,Дарницький,2,12.0,0,70.0,12.0,25.0
30640,Шевченківський,2,9.0,0,77.0,18.0,16.0
8000,Подільський,2,2.0,0,50.0,8.0,9.0
23000,Святошинський,2,9.0,0,72.0,20.0,17.0
38300,Печерський,2,11.0,0,55.0,20.0,26.0
8500,Святошинський,2,15.0,0,45.6,8.2,16.0
26810,Печерський,2,3.0,0,64.0,6.0,7.0
11500,Голосіївський,2,3.0,0,49.0,7.0,9.0
17000,Шевченківський,2,4.0,0,51.0,19.0,25.0
12000,Святошинський,2,9.0,0,50.0,10.0,9.0
8500,Солом'янський,2,4.0,0,48.0,6.0,5.0
10000,Дніпровський,2,8.0,0,67.0,10.0,12.0
14999,Святошинський,2,8.0,0,50.0,10.0,16.0
21000,Голосіївський,2,4.0,0,58.0,8.0,7.0
11000,Солом'янський,2,5.0,0,45.0,6.0,5.0
18500,Солом'янський,2,18.0,0,43.0,14.0,21.0
23000,Дніпровський,2,7.0,0,54.0,16.0,30.0
13500,Святошинський,2,7.0,0,75.0,9.0,16.0
7000,Дніпровський,2,4.0,0,50.0,8.0,9.0
8500,Дніпровський,2,3.0,0,50.0,7.0,9.0
33000,Голосіївський,2,7.0,0,98.0,21.0,25.0
7500,Дніпровський,2,1.0,0,52.0,8.0,16.0
9000,Святошинський,2,6.0,0,51.0,9.0,10.0
20000,Печерський,2,3.0,0,58.0,7.0,9.0
15000,Дніпровський,2,4.0,0,59.0,9.0,9.0
26810,Печерський,2,5.0,0,50.0,15.0,9.0
17000,Голосіївський,2,17.0,0,85.0,16.0,18.0
23000,Голосіївський,2,12.0,0,42.0,16.0,16.0
45960,Шевченківський,2,2.0,0,71.8,10.0,6.0
23000,Солом'янський,2,10.0,0,78.0,13.0,14.0
34470,Шевченківський,2,3.0,0,60.0,20.0,5.0
65110,Печерський,2,11.0,0,78.0,24.0,23.0
22000,Шевченківський,2,11.0,0,40.0,20.0,22.0
20000,Голосіївський,2,19.0,0,67.0,12.0,34.0
12000,Шевченківський,2,3.0,0,46.0,6.0,5.0
17000,Печерський,2,3.0,0,42.0,10.0,9.0
17000,Голосіївський,2,5.0,0,50.0,10.0,10.0
9988,Шевченківський,2,5.0,0,46.0,7.0,5.0
29999,Печерський,2,6.0,0,65.0,12.0,24.0
38262,Шевченківський,2,7.0,0,89.0,22.0,22.0
53620,Шевченківський,2,6.0,0,50.0,10.0,14.0
32555,Печерський,2,5.0,0,69.9,13.3,18.0
26772,Святошинський,2,6.0,0,80.0,25.0,13.0
7000,Дніпровський,2,8.0,0,54.0,8.0,9.0
16500,Дніпровський,2,5.0,0,68.0,15.0,9.0
34470,Печерський,2,19.0,0,42.0,12.0,24.0
22999,Шевченківський,2,5.0,0,54.0,6.0,5.0
20000,Солом'янський,2,18.0,0,58.0,13.0,25.0
38300,Печерський,2,10.0,0,92.0,42.0,25.0
10500,Деснянський,2,16.0,0,70.0,12.0,16.0
8000,Святошинський,2,2.0,0,45.0,6.0,9.0
12000,Шевченківський,2,4.0,0,45.0,7.0,5.0
53620,Голосіївський,2,8.0,0,60.0,19.0,25.0
16000,Дніпровський,2,4.0,0,65.0,16.0,16.0
23746,Печерський,2,19.0,0,58.0,15.0,25.0
28000,Печерський,2,3.0,0,58.0,8.0,5.0
8000,Солом'янський,2,3.0,0,43.0,6.0,5.0
13500,Дніпровський,2,7.0,0,50.0,15.0,9.0
44045,Печерський,2,10.0,0,87.0,16.7,18.0
10000,Святошинський,2,3.0,0,60.0,7.0,9.0
20000,Оболонський,2,5.0,0,64.0,18.0,25.0
34470,Голосіївський,2,19.0,0,100.0,25.0,25.0
38300,Голосіївський,2,16.0,0,50.0,20.0,25.0
10000,Дніпровський,2,3.0,0,50.0,7.0,10.0
30640,Голосіївський,2,5.0,0,80.0,12.0,13.0
95750,Шевченківський,2,4.0,0,101.0,20.0,5.0
15000,Голосіївський,2,12.0,0,55.0,13.0,25.0
12500,Оболонський,2,7.0,0,54.0,8.0,9.0
16000,Солом'янський,2,13.0,0,64.0,14.0,16.0
15000,Дарницький,2,7.0,0,92.0,18.0,9.0
15500,Дарницький,2,17.0,0,70.0,20.0,21.0
34000,Печерський,2,13.0,0,74.0,22.0,25.0
95750,Печерський,2,15.0,0,61.0,25.0,30.0
23000,Шевченківський,2,23.0,0,76.0,24.0,25.0
37000,Шевченківський,2,9.0,0,70.0,26.0,24.0
47875,Голосіївський,2,15.0,0,64.0,20.0,24.0
18000,Печерський,2,3.0,0,46.0,10.0,9.0
20744,Голосіївський,2,13.0,0,50.0,15.0,16.0
72770,Дарницький,2,12.0,0,85.0,20.0,25.0
134050,Печерський,2,24.0,0,84.0,25.0,31.0
17000,Голосіївський,2,3.0,0,56.0,13.0,7.0
36000,Печерський,2,9.0,0,75.0,15.0,9.0
15500,Дарницький,2,3.0,0,80.0,16.0,22.0
12000,Шевченківський,2,5.0,0,48.0,7.0,5.0
19000,Печерський,2,7.0,0,45.0,10.0,9.0
13000,Солом'янський,2,12.0,0,52.0,9.0,14.0
8500,Шевченківський,2,3.0,0,46.0,7.0,5.0
17500,Голосіївський,2,13.0,0,70.0,16.0,14.0
19000,Солом'янський,2,9.0,0,45.0,25.0,9.0
10000,Солом'янський,2,8.0,0,45.0,7.0,9.0
11000,Солом'янський,2,8.0,0,52.6,6.0,13.0
12000,Дарницький,2,8.0,0,50.0,12.0,8.0
40215,Печерський,2,9.0,0,57.0,16.0,24.0
11000,Солом'янський,2,6.0,0,60.0,9.0,15.0
18000,Святошинський,2,8.0,0,70.0,16.0,24.0
15300,Святошинський,2,3.0,0,64.0,18.0,24.0
34470,Голосіївський,2,7.0,0,58.0,7.0,23.0
32555,Голосіївський,2,5.0,0,60.0,15.0,5.0
21000,Дарницький,2,2.0,0,80.0,15.0,24.0
11500,Святошинський,2,2.0,0,65.0,15.0,24.0
15000,Дарницький,2,3.0,0,70.0,13.0,24.0
30000,Шевченківський,2,9.0,0,55.0,1.0,25.0
22000,Голосіївський,2,12.0,0,52.0,16.0,23.0
8500,Подільський,2,14.0,0,48.0,9.0,16.0
25000,Шевченківський,2,5.0,0,70.0,20.0,25.0
114900,Шевченківський,2,11.0,0,140.0,1.0,12.0
20000,Голосіївський,2,3.0,0,60.0,14.0,6.0
32555,Шевченківський,2,23.0,0,50.0,15.0,25.0
21000,Голосіївський,2,2.0,0,58.0,15.0,16.0
32555,Дарницький,2,26.0,0,50.0,10.0,26.0
32555,Печерський,2,3.0,0,55.0,15.0,6.0
42130,Печерський,2,15.0,0,55.0,6.0,23.0
17000,Дніпровський,2,15.0,0,86.0,20.0,25.0
12000,Подільський,2,3.0,0,51.0,7.5,9.0
30640,Шевченківський,2,6.0,0,78.0,14.0,21.0
21000,Солом'янський,2,19.0,0,79.0,18.0,25.0
53620,Печерський,2,6.0,0,90.0,10.0,23.0
65110,Печерський,2,2.0,0,67.0,17.0,25.0
16000,Оболонський,2,3.0,0,60.0,8.0,9.0
19000,Печерський,2,4.0,0,64.0,8.0,5.0
47875,Печерський,2,25.0,0,60.0,15.0,27.0
15000,Шевченківський,2,1.0,0,50.0,7.0,4.0
20000,Оболонський,2,14.0,0,65.0,15.0,25.0
49790,Шевченківський,2,3.0,0,80.0,12.0,25.0
13000,Голосіївський,2,20.0,0,65.0,32.0,25.0
14000,Подільський,2,4.0,0,40.0,6.0,5.0
17500,Шевченківський,2,5.0,0,46.0,8.0,5.0
45960,Печерський,2,6.0,0,78.0,24.0,16.0
57450,Печерський,2,13.0,0,90.0,10.0,30.0
6000,Деснянський,2,1.0,0,35.0,10.0,16.0
10000,Деснянський,2,4.0,0,54.0,8.0,10.0
10900,Солом'янський,2,7.0,0,60.0,15.0,9.0
34470,Печерський,2,13.0,0,86.0,10.0,30.0
12000,Дарницький,2,10.0,0,55.0,9.0,10.0
21000,Голосіївський,2,8.0,0,81.0,10.0,26.0
10900,Оболонський,2,1.0,0,56.0,10.0,9.0
68940,Шевченківський,2,6.0,0,80.0,23.5,10.0
24895,Оболонський,2,3.0,0,80.0,14.0,10.0
49790,Печерський,2,19.0,0,50.0,25.0,24.0
15000,Оболонський,2,9.0,0,56.0,9.0,9.0
16000,Солом'янський,2,3.0,0,45.0,6.0,5.0
172350,Печерський,2,3.0,0,200.0,1.0,6.0
57450,Печерський,2,8.0,0,115.0,20.0,20.0
49790,Печерський,2,17.0,0,55.0,20.0,23.0
34470,Печерський,2,3.0,0,60.0,20.0,15.0
45960,Печерський,2,5.0,0,87.0,34.0,15.0
38300,Печерський,2,2.0,0,70.0,20.0,5.0
49790,Печерський,2,8.0,0,48.0,10.0,18.0
20000,Голосіївський,2,6.0,0,64.0,14.0,33.0
18000,Печерський,2,4.0,0,48.0,7.0,5.0
42130,Голосіївський,2,21.0,0,64.0,10.0,22.0
65110,Голосіївський,2,8.0,0,73.0,20.0,25.0
38300,Печерський,2,26.0,0,50.0,12.0,30.0
22000,Голосіївський,2,25.0,0,75.0,14.0,26.0
24999,Голосіївський,2,3.0,0,80.0,10.0,25.0
16000,Солом'янський,2,5.0,0,52.0,8.0,9.0
20000,Шевченківський,2,4.0,0,44.0,5.0,5.0
49790,Шевченківський,2,8.0,0,85.0,10.0,20.0
30000,Печерський,2,15.0,0,89.0,18.0,24.0
45960,Шевченківський,2,7.0,0,60.0,19.0,16.0
17500,Печерський,2,4.0,0,48.0,6.1,5.0
11500,Дарницький,2,5.0,0,60.0,9.0,14.0
34470,Шевченківський,2,13.0,0,84.0,10.0,22.0
24000,Голосіївський,2,4.0,0,42.0,17.0,9.0
38300,Печерський,2,6.0,0,56.0,7.0,8.0
10000,Дніпровський,2,5.0,0,45.0,6.0,12.0
20000,Голосіївський,2,9.0,0,57.0,17.0,9.0
13000,Голосіївський,2,3.0,0,62.0,10.0,9.0
12500,Святошинський,2,2.0,0,50.0,8.0,9.0
10999,Святошинський,2,4.0,0,45.0,6.0,5.0
20000,Солом'янський,2,22.0,0,36.0,12.0,25.0
21000,Дарницький,2,5.0,0,80.0,15.0,16.0
19000,Дарницький,2,17.0,0,92.0,17.0,25.0
21000,Шевченківський,2,20.0,0,45.0,,25.0
15990,Печерський,2,5.0,0,50.0,10.0,9.0
34470,Шевченківський,2,11.0,0,81.0,15.0,25.0
27002,Голосіївський,2,13.0,0,81.0,40.0,22.0
45960,Печерський,2,10.0,0,56.0,40.0,20.0
103410,Печерський,2,6.0,0,80.0,20.0,18.0
28725,Голосіївський,2,1.0,0,87.0,1.0,1.0
42130,Голосіївський,2,2.0,0,80.0,20.0,3.0
57450,Голосіївський,2,5.0,0,65.0,15.0,21.0
33500,Печерський,2,16.0,0,70.0,15.0,20.0
49790,Печерський,2,19.0,0,45.0,1.0,25.0
68940,Печерський,2,10.0,0,80.0,14.0,20.0
19000,Дніпровський,2,22.0,0,68.0,16.0,25.0
14000,Дарницький,2,3.0,0,56.0,9.0,12.0
29000,Шевченківський,2,6.0,0,70.0,35.0,21.0
53620,Печерський,2,4.0,0,60.0,20.0,18.0
12000,Святошинський,2,10.0,0,55.0,8.0,16.0
13000,Деснянський,2,6.0,0,55.0,8.0,9.0
30640,Шевченківський,2,10.0,0,56.0,20.0,26.0
45960,Печерський,2,5.0,0,65.0,18.0,30.0
57450,Дніпровський,2,6.0,0,80.0,13.0,30.0
34470,Шевченківський,2,4.0,0,72.0,13.0,4.0
22500,Дарницький,2,22.0,0,50.0,18.0,25.0
17000,Дарницький,2,16.0,0,80.0,12.0,25.0
9000,Деснянський,2,1.0,0,53.0,8.0,9.0
76600,Печерський,2,3.0,0,90.0,25.0,19.0
14000,Дарницький,2,14.0,0,66.0,12.0,25.0
7000,Дніпровський,2,1.0,0,57.0,10.0,9.0
18000,Святошинський,2,12.0,0,53.0,17.0,25.0
22000,Дарницький,2,23.0,0,55.0,20.0,26.0
26044,Дніпровський,2,3.0,0,69.0,19.0,25.0
32000,Печерський,2,10.0,0,95.0,10.0,23.0
49790,Печерський,2,14.0,0,86.0,18.0,24.0
15000,Дніпровський,2,11.0,0,73.0,12.0,16.0
8000,Солом'янський,2,5.0,0,48.0,7.0,9.0
10000,Дніпровський,2,6.0,0,78.0,12.0,16.0
25000,Шевченківський,2,1.0,0,68.0,8.0,5.0
14000,Дніпровський,2,1.0,0,43.4,7.8,5.0
14990,Голосіївський,2,10.0,0,65.0,16.0,16.0
57450,Шевченківський,2,3.0,0,60.0,8.0,3.0
29000,Подільський,2,2.0,0,81.0,26.0,6.0
8000,Подільський,2,5.0,0,57.0,9.0,12.0
17500,Оболонський,2,20.0,0,73.0,11.0,25.0
9500,Солом'янський,2,3.0,0,54.0,8.0,5.0
57067,Печерський,2,2.0,0,60.0,15.0,9.0
12000,Деснянський,2,8.0,0,60.0,6.0,9.0
20000,Печерський,2,8.0,0,51.0,,10.0
13000,Святошинський,2,26.0,0,57.0,12.0,26.0
44045,Оболонський,2,10.0,0,98.0,30.0,27.0
103410,Печерський,2,20.0,0,75.0,15.0,25.0
122560,Печерський,2,24.0,0,150.0,25.0,30.0
23000,Печерський,2,5.0,0,60.0,8.0,6.0
30602,Голосіївський,2,5.0,0,80.0,25.0,19.0
42130,Печерський,2,5.0,0,67.0,10.0,10.0
16000,Солом'янський,2,4.0,0,57.0,8.0,14.0
7000,Деснянський,2,3.0,0,65.0,9.0,5.0
30640,Печерський,2,19.0,0,45.0,17.0,24.0
7000,Дніпровський,2,3.0,0,45.0,7.0,5.0
15000,Оболонський,2,13.0,0,57.0,12.0,15.0
118730,Печерський,2,10.0,0,90.0,20.0,33.0
34470,Печерський,2,4.0,0,66.0,10.0,26.0
8000,Дарницький,2,9.0,0,40.0,6.0,9.0
28000,Голосіївський,2,6.0,0,70.0,15.0,10.0
11999,Деснянський,2,16.0,0,65.0,14.0,16.0
35000,Голосіївський,2,3.0,0,87.6,25.0,7.0
68940,Печерський,2,5.0,0,86.0,20.0,23.0
9000,Святошинський,2,5.0,0,53.0,9.0,16.0
21000,Дніпровський,2,16.0,0,45.0,17.0,25.0
18000,Дніпровський,2,5.0,0,65.0,10.0,9.0
45960,Печерський,2,18.0,0,60.0,11.0,24.0
38300,Печерський,2,21.0,0,55.0,10.0,24.0
12000,Дарницький,2,9.0,0,66.0,12.0,16.0
10000,Шевченківський,2,3.0,0,65.0,4.0,9.0
26810,Дарницький,2,2.0,0,50.0,15.0,24.0
28990,Печерський,2,6.0,0,43.0,8.0,6.0
8000,Дніпровський,2,9.0,0,55.0,7.0,9.0
42130,Голосіївський,2,14.0,0,62.0,15.0,31.0
9000,Дніпровський,2,13.0,0,46.0,9.0,16.0
53620,Печерський,2,3.0,0,60.0,35.0,30.0
34470,Печерський,2,7.0,0,52.0,20.0,25.0
11500,Голосіївський,2,1.0,0,55.0,7.0,18.0
28725,Дніпровський,2,6.0,0,72.0,16.0,25.0
22000,Шевченківський,2,6.0,0,74.0,15.0,25.0
49790,Печерський,2,11.0,0,50.0,10.0,30.0
29500,Печерський,2,9.0,0,50.0,10.0,24.0
12000,Шевченківський,2,4.0,0,24.0,8.0,5.0
18000,Оболонський,2,17.0,0,70.0,20.0,25.0
30000,Шевченківський,2,3.0,0,57.0,7.0,5.0
45960,Шевченківський,2,7.0,0,60.0,12.0,9.0
21000,Святошинський,2,19.0,0,86.0,25.0,23.0
17000,Дарницький,2,7.0,0,82.0,17.0,14.0
16000,Дарницький,2,19.0,0,73.0,12.0,24.0
57450,Печерський,2,6.0,0,85.0,20.0,24.0
11500,Шевченківський,2,2.0,0,52.0,8.0,5.0
7999,Солом'янський,2,3.0,0,50.0,7.0,3.0
7000,Деснянський,2,1.0,0,45.0,6.0,9.0
24000,Дарницький,2,22.0,0,79.0,15.0,25.0
36385,Печерський,2,14.0,0,72.0,10.0,25.0
26000,Шевченківський,2,4.0,0,75.0,10.0,21.0
30640,Шевченківський,2,4.0,0,70.0,30.0,5.0
14000,Дніпровський,2,4.0,0,63.0,15.0,18.0
28725,Дніпровський,2,12.0,0,70.0,12.0,30.0
14000,Печерський,2,1.0,0,50.0,12.0,9.0
53620,Печерський,2,5.0,0,60.0,25.0,24.0
45960,Печерський,2,3.0,0,67.0,15.0,30.0
14000,Дарницький,2,4.0,0,79.0,14.0,16.0
17999,Дніпровський,2,17.0,0,68.0,15.0,28.0
7000,Шевченківський,2,3.0,0,25.0,5.0,9.0
53620,Печерський,2,23.0,0,105.0,25.0,25.0
20000,Подільський,2,2.0,0,70.0,20.0,24.0
25000,Голосіївський,2,2.0,0,63.0,10.0,16.0
25500,Голосіївський,2,18.0,0,86.0,13.0,24.0
17000,Оболонський,2,11.0,0,73.0,10.0,25.0
8500,Деснянський,2,4.0,0,50.0,8.0,9.0
9000,Дніпровський,2,3.0,0,48.0,7.0,9.0
45960,Шевченківський,2,3.0,0,53.0,8.0,6.0
61280,Печерський,2,21.0,0,63.0,17.0,24.0
9500,Дарницький,2,7.0,0,50.0,6.0,9.0
34470,Солом'янський,2,18.0,0,74.0,24.0,23.0
24000,Подільський,2,14.0,0,66.0,12.4,16.0
36000,Печерський,2,5.0,0,78.0,12.0,14.0
34000,Печерський,2,23.0,0,95.0,20.0,25.0
27000,Печерський,2,1.0,0,60.0,10.0,5.0
25000,Печерський,2,10.0,0,80.0,20.0,26.0
17000,Шевченківський,2,3.0,0,30.0,12.0,9.0
22000,Святошинський,2,15.0,0,88.0,15.0,25.0
10000,Деснянський,2,5.0,0,45.0,7.0,9.0
25000,Печерський,2,3.0,0,56.0,11.0,6.0
13500,Дарницький,2,7.0,0,71.4,11.0,18.0
20000,Подільський,2,3.0,0,62.0,12.0,24.0
6999,Деснянський,2,14.0,0,54.0,9.0,16.0
28000,Солом'янський,2,22.0,0,95.0,50.0,25.0
10000,Святошинський,2,4.0,0,45.0,7.0,9.0
53620,Печерський,2,7.0,0,82.0,15.0,15.0
15000,Дніпровський,2,2.0,0,45.0,8.0,5.0
17000,Дніпровський,2,9.0,0,70.0,21.0,9.0
25000,Солом'янський,2,16.0,0,70.0,15.0,26.0
17000,Дарницький,2,23.0,0,70.0,10.0,26.0
42092,Печерський,2,3.0,0,70.0,20.0,24.0
11000,Дарницький,2,12.0,0,57.0,8.0,16.0
134050,Печерський,2,28.0,0,150.0,20.0,30.0
25000,Голосіївський,2,6.0,0,60.0,20.0,9.0
26810,Голосіївський,2,16.0,0,60.0,21.0,25.0
53582,Печерський,2,19.0,0,70.0,20.0,24.0
9950,Шевченківський,2,1.0,0,43.0,6.0,5.0
7000,Деснянський,2,8.0,0,50.0,8.0,9.0
24895,Дарницький,2,5.0,0,78.0,14.0,25.0
12000,Святошинський,2,15.0,0,55.0,8.0,16.0
30000,Подільський,2,2.0,0,68.4,20.0,6.0
14000,Солом'янський,2,2.0,0,42.0,7.0,2.0
30602,Печерський,2,4.0,0,55.0,10.0,6.0
25000,Дарницький,2,8.0,0,65.0,25.0,25.0
35000,Солом'янський,2,2.0,0,71.0,15.0,25.0
16000,Дарницький,2,14.0,0,73.0,14.0,26.0
53620,Печерський,2,6.0,0,60.0,10.0,9.0
14000,Подільський,2,5.0,0,45.0,7.7,9.0
29000,Печерський,2,3.0,0,45.0,13.0,4.0
12000,Деснянський,2,8.0,0,55.0,8.3,16.0
23000,Шевченківський,2,2.0,0,45.0,5.0,5.0
22980,Печерський,2,2.0,0,65.0,10.0,6.0
25000,Святошинський,2,8.0,0,78.0,16.0,11.0
65110,Печерський,2,5.0,0,88.0,25.0,25.0
22000,Голосіївський,2,2.0,0,75.0,15.0,16.0
50556,Шевченківський,2,2.0,0,62.0,25.0,5.0
36385,Дарницький,2,4.0,0,76.0,20.0,23.0
53620,Голосіївський,2,24.0,0,67.0,20.0,32.0
23000,Голосіївський,2,12.0,0,54.0,9.0,20.0
8000,Дніпровський,2,4.0,0,48.0,7.0,5.0
24895,Дарницький,2,17.0,0,52.0,30.0,26.0
22980,Подільський,2,1.0,0,80.0,20.0,6.0
42130,Печерський,2,18.0,0,65.0,18.0,28.0
7500,Дніпровський,2,4.0,0,48.0,7.0,5.0
7200,Деснянський,2,10.0,0,55.0,8.0,16.0
30640,Печерський,2,11.0,0,57.0,27.0,24.0
26000,Голосіївський,2,13.0,0,65.0,24.0,25.0
18000,Голосіївський,2,5.0,0,54.0,8.0,5.0
15999,Солом'янський,2,9.0,0,67.0,10.0,12.0
42130,Печерський,2,20.0,0,55.0,14.0,24.0
26810,Дарницький,2,20.0,0,72.0,15.0,23.0
30640,Голосіївський,2,4.0,0,96.0,17.0,17.0
18000,Дарницький,2,12.0,0,71.0,18.0,25.0
17000,Солом'янський,2,16.0,0,40.0,,
9000,Деснянський,2,4.0,0,49.0,6.0,5.0
7000,Шевченківський,2,1.0,0,32.0,3.0,5.0
25000,Дніпровський,2,10.0,0,90.0,10.0,25.0
42130,Солом'янський,2,1.0,0,73.0,15.0,5.0
107240,Печерський,2,9.0,0,75.0,25.0,21.0
49790,Шевченківський,2,3.0,0,45.0,19.0,19.0
9900,Деснянський,2,12.0,0,55.0,9.0,16.0
20000,Подільський,2,20.0,0,52.0,1.0,26.0
7500,Дніпровський,2,6.0,0,50.0,8.0,12.0
12000,Деснянський,2,22.0,0,70.0,12.0,23.0
25000,Солом'янський,2,22.0,0,65.0,10.0,25.0
20000,Печерський,2,2.0,0,60.0,10.0,6.0
8000,Дніпровський,2,5.0,0,47.0,7.0,9.0
11000,Святошинський,2,7.0,0,50.0,7.0,9.0
38050,Подільський,2,2.0,0,68.6,19.9,4.0
36385,Печерський,2,7.0,0,48.0,25.0,10.0
15000,Дніпровський,2,15.0,0,72.0,13.5,17.0
26810,Шевченківський,2,25.0,0,47.0,10.0,34.0
19000,Дніпровський,2,11.0,0,84.0,16.0,24.0
8000,Дарницький,2,3.0,0,50.0,8.0,10.0
24999,Шевченківський,2,3.0,0,60.6,9.8,8.0
15000,Дарницький,2,2.0,0,60.0,13.0,16.0
18000,Голосіївський,2,18.0,0,55.0,11.0,25.0
14000,Солом'янський,2,1.0,0,55.0,,
41173,Солом'янський,2,23.0,0,100.0,24.0,25.0
42130,Печерський,2,6.0,0,68.0,12.0,6.0
10500,Дарницький,2,4.0,0,55.0,8.0,9.0
45960,Голосіївський,2,3.0,0,60.0,20.0,21.0
38300,Печерський,2,4.0,0,60.0,25.0,21.0
32555,Шевченківський,2,16.0,0,75.0,11.0,23.0
29295,Печерський,2,6.0,0,70.0,25.0,9.0
28725,Шевченківський,2,6.0,0,94.0,15.0,21.0
27576,Дарницький,2,23.0,0,78.0,16.0,25.0
49790,Голосіївський,2,15.0,0,65.0,25.0,32.0
19000,Подільський,2,1.0,0,45.0,10.0,4.0
27000,Подільський,2,17.0,0,63.0,18.0,25.0
30000,Солом'янський,2,3.0,0,67.0,12.0,7.0
19999,Дарницький,2,20.0,0,50.0,6.0,25.0
33000,Дніпровський,2,3.0,0,84.0,24.0,25.0
30000,Голосіївський,2,4.0,0,70.0,20.0,16.0
15000,Голосіївський,2,2.0,0,80.0,40.0,2.0
16000,Оболонський,2,3.0,0,47.0,,9.0
15000,Голосіївський,2,4.0,0,50.0,12.0,5.0
10500,Дніпровський,2,3.0,0,45.0,8.0,5.0
30640,Печерський,2,4.0,0,54.0,7.0,5.0
16000,Святошинський,2,4.0,0,56.0,12.0,7.0
14000,Дарницький,2,8.0,0,49.0,12.0,25.0
8000,Деснянський,2,14.0,0,55.0,9.0,18.0
10000,Дніпровський,2,7.0,0,47.0,8.0,16.0
51705,Голосіївський,2,12.0,0,75.0,40.0,24.0
10000,Солом'янський,2,3.0,0,45.0,,9.0
10499,Деснянський,2,1.0,0,56.0,12.0,16.0
8000,Дніпровський,2,4.0,0,55.0,9.0,16.0
49790,Печерський,2,9.0,0,85.0,17.0,19.0
42000,Голосіївський,2,12.0,0,90.0,10.0,22.0
20000,Дніпровський,2,11.0,0,87.0,12.0,26.0
76600,Дарницький,2,15.0,0,85.0,21.0,24.0
45960,Печерський,2,7.0,0,55.0,12.0,25.0
34470,Печерський,2,2.0,0,70.0,15.0,20.0
32555,Голосіївський,2,34.0,0,66.0,25.0,34.0
34470,Голосіївський,2,10.0,0,60.0,20.0,20.0
49790,Голосіївський,2,5.0,0,72.0,20.0,5.0
57450,Печерський,2,23.0,0,106.0,25.0,26.0
34470,Печерський,2,6.0,0,56.0,14.0,21.0
22000,Солом'янський,2,13.0,0,64.0,10.0,24.0
47875,Печерський,2,25.0,0,60.0,22.0,27.0
55152,Печерський,2,10.0,0,107.0,15.0,17.0
